rank,object_id,score,n_obs
1480,ZTF23aamzucf,28.853559,72
1481,ZTF25acegldq,28.826641,16
1482,ZTF24abdiqwz,28.804323,24
1483,ZTF22abfyrnv,28.730188,14
1484,ZTF20aaxmtxg,28.674486,36
1485,ZTF25abtlpvs,28.635721,20
1486,ZTF20abzkpwp,28.543688,16
1487,ZTF23aamdzgx,28.455299,13
1488,ZTF22aaweukv,28.380116,23
1489,ZTF26aakdjwv,28.304417,18
1490,ZTF22absxaxv,28.292301,21
1491,ZTF23aadbait,28.279055,43
1492,ZTF26aatahtv,28.191599,27
1493,ZTF23abarweh,28.161549,15
1494,ZTF20abqshzc,28.154139,16
1495,ZTF21ablweoo,28.134403,64
1496,ZTF25acapohj,28.115131,17
1497,ZTF18abznndg,28.115116,220
1498,ZTF20aatunbk,28.104132,40
1499,ZTF19abrrnat,27.886412,72
1500,ZTF22aawakbw,27.871864,24
1501,ZTF24abgscdq,27.870983,27
1502,ZTF25abpzwne,27.855713,29
1503,ZTF21abzadod,27.828411,44
1504,ZTF19aavxgur,27.809690,11
1505,ZTF23aajduqu,27.787237,37
1506,ZTF18ablwrch,27.774820,40
1507,ZTF18aarbaba,27.773264,76
1508,ZTF25acelime,27.765989,18
1509,ZTF19abamqar,27.626604,41
1510,ZTF20achoqvb,27.623663,25
1511,ZTF19aaxesxx,27.520670,13
1512,ZTF23abrwaiz,27.520432,19
1513,ZTF21abrpoaq,27.493925,27
1514,ZTF20acmgrdz,27.491287,42
1515,ZTF19abzprev,27.382759,11
1516,ZTF18acrunad,27.341570,327
1517,ZTF18aajkrxi,27.311712,29
1518,ZTF20accoccp,27.271135,17
1519,ZTF25aahmxqc,27.239954,12
1520,ZTF23aagaiju,27.232830,31
1521,ZTF21aaxsuik,27.223768,57
1522,ZTF23aaoorce,27.223482,13
1523,ZTF24abzsuib,27.201775,15
1524,ZTF20abejxbh,27.200821,10
1525,ZTF23aaxexuq,27.145794,56
1526,ZTF25aareirf,27.105005,22
1527,ZTF22abhyzjq,27.102915,26
1528,ZTF21acjotip,27.084925,17
1529,ZTF23aahxdhe,27.030323,26
1530,ZTF23aalupjy,27.009514,387
1531,ZTF19aaadsri,26.923723,52
1532,ZTF20ababfpj,26.923702,80
1533,ZTF26aaebmad,26.878735,44
1534,ZTF20acvfraq,26.858526,251
1535,ZTF22aakejxf,26.756121,11
1536,ZTF24aaprcqv,26.691523,24
1537,ZTF22absmrdt,26.643370,90
1538,ZTF19adboaem,26.636612,105
1539,ZTF19abdqhzt,26.617193,31
1540,ZTF17aaaduqw,26.581656,100
1541,ZTF23aapthmh,26.360203,30
1542,ZTF21abkoqic,26.215839,45
1543,ZTF25abwnklh,26.142138,13
1544,ZTF18abxvuaa,26.137438,98
1545,ZTF22aawdqfp,26.128881,116
1546,ZTF21aarhcpt,26.107037,55
1547,ZTF22aawxlpc,25.994864,48
1548,ZTF19aamqqjj,25.960155,486
1549,ZTF22aafumqj,25.898846,41
1550,ZTF17aacpwpr,25.870468,125
1551,ZTF22abiozoc,25.850761,25
1552,ZTF20aaallil,25.816092,28
1553,ZTF19abovsqr,25.811920,102
1554,ZTF19abanhsd,25.787844,14
1555,ZTF18acaphhx,25.763845,926
1556,ZTF23aaphonf,25.721403,16
1557,ZTF25acdvzkq,25.705927,16
1558,ZTF20aauqwzc,25.704962,38
1559,ZTF20abpzatb,25.695807,94
1560,ZTF20abixkhh,25.690138,44
1561,ZTF19aavipfj,25.680370,18
1562,ZTF18aacktzu,25.558380,365
1563,ZTF18aangpkx,25.519337,30
1564,ZTF19abgqwed,25.512451,12
1565,ZTF22abijxly,25.435658,21
1566,ZTF17aabzdfo,25.434763,21
1567,ZTF22aagpdsb,25.413788,11
1568,ZTF19acmleox,25.379875,43
1569,ZTF21aagrzwe,25.339029,39
1570,ZTF17aaanypg,25.336449,539
1571,ZTF25abbonxp,25.252073,20
1572,ZTF22aazuowq,25.165850,19
1573,ZTF21aaxzcir,25.130383,18
1574,ZTF18acvnirw,25.102089,41
1575,ZTF26aahjzht,25.035622,58
1576,ZTF18acllbhl,25.025011,23
1577,ZTF23aazrtdy,24.948605,64
1578,ZTF18aczuypu,24.909861,311
1579,ZTF22aahgubb,24.878134,27
1580,ZTF26aadsgez,24.857244,22
1581,ZTF19aaafqxz,24.852894,76
1582,ZTF22abgwuap,24.844717,39
1583,ZTF20aavnnut,24.745415,41
1584,ZTF19adbtqwy,24.644026,28
1585,ZTF18acrxoyi,24.627537,341
1586,ZTF23aaizmza,24.623272,22
1587,ZTF19acyjifn,24.574883,46
1588,ZTF22aajbnbu,24.521999,20
1589,ZTF19acxgyre,24.517475,13
1590,ZTF19acokejo,24.480453,654
1591,ZTF25aawvrxo,24.479475,30
1592,ZTF19abomagh,24.470190,45
1593,ZTF20abbeoay,24.459490,21
1594,ZTF19abatpfw,24.454712,310
1595,ZTF19abwsjam,24.454557,15
1596,ZTF18acsqcug,24.452629,26
1597,ZTF19abxdnmh,24.451860,18
1598,ZTF18acedfoa,24.449877,676
1599,ZTF24aaidwhg,24.449774,12
1600,ZTF18abxxeny,24.448231,100
1601,ZTF19abmylxw,24.422743,114
1602,ZTF23aajhucy,24.413134,13
1603,ZTF25acamzgr,24.410036,46
1604,ZTF19abuvqgw,24.387869,13
1605,ZTF26aapszhs,24.365568,52
1606,ZTF20aafcnby,24.328426,104
1607,ZTF25aajiutj,24.298597,43
1608,ZTF20aattrld,24.264524,59
1609,ZTF24aaioqpt,24.250643,44
1610,ZTF19abaevcv,24.185944,21
1611,ZTF23aadlwak,24.177961,141
1612,ZTF24abbjtjc,24.166584,30
1613,ZTF24aanboby,24.146488,29
1614,ZTF20acnagjb,24.122856,17
1615,ZTF18acedtqb,24.105263,51
1616,ZTF26aabdbey,24.091959,17
1617,ZTF18abppvhu,24.085955,1087
1618,ZTF22aakgmcy,24.056728,19
1619,ZTF20abzcfqn,24.024750,48
1620,ZTF22aangixh,23.969631,35
1621,ZTF25abjscra,23.877483,26
1622,ZTF19abkeizz,23.874472,110
1623,ZTF21abiriaq,23.785334,12
1624,ZTF23aansghp,23.783758,11
1625,ZTF20aaxgbtu,23.733784,20
1626,ZTF20acueziy,23.704556,21
1627,ZTF19acyfclm,23.683031,561
1628,ZTF25acgizlb,23.583000,12
1629,ZTF18aaakwan,23.568369,77
1630,ZTF24abtuqmp,23.443132,10
1631,ZTF25aatxryo,23.402187,81
1632,ZTF26aargoww,23.387306,83
1633,ZTF19acnkvzl,23.383789,16
1634,ZTF23aangysu,23.327383,13
1635,ZTF20abmljgg,23.299578,52
1636,ZTF25aavilvm,23.284037,86
1637,ZTF22abvggfb,23.280617,27
1638,ZTF25aaqnzgq,23.272148,22
1639,ZTF26aasusvb,23.266321,33
1640,ZTF23abilnah,23.240063,20
1641,ZTF24aboeilj,23.231146,15
1642,ZTF21accyuff,23.222069,705
1643,ZTF20abahhml,23.190948,71
1644,ZTF20abqsrfe,23.165897,43
1645,ZTF25aapnvqx,23.137753,16
1646,ZTF20abmbxrq,23.132135,24
1647,ZTF23aafscky,23.101551,16
1648,ZTF23aazbixp,23.061815,27
1649,ZTF22aaaltjw,23.058262,23
1650,ZTF18abvazyv,23.040751,1085
1651,ZTF23abaxled,23.016937,18
1652,ZTF25abwvdeh,22.999571,23
1653,ZTF25abwpkox,22.978821,14
1654,ZTF24aaecxun,22.968803,71
1655,ZTF25abbokdy,22.827068,34
1656,ZTF25aayxsry,22.812353,113
1657,ZTF25aagjcul,22.808109,13
1658,ZTF18abrcvbu,22.777590,15
1659,ZTF23aansdlc,22.776522,35
1660,ZTF21abmwgdf,22.718925,32
1661,ZTF24aavnjzn,22.699760,16
1662,ZTF21aagomio,22.672728,32
1663,ZTF19abqsojs,22.671131,16
1664,ZTF19aasjfoq,22.656746,180
1665,ZTF18aavrmlf,22.645514,48
1666,ZTF23aagdltf,22.628256,305
1667,ZTF25aanwmhr,22.606428,17
1668,ZTF25absxyyr,22.588194,22
1669,ZTF26aaacfdh,22.565189,19
1670,ZTF20abjbdzc,22.554520,70
1671,ZTF22aajxbkq,22.515594,28
1672,ZTF19aawnmoj,22.450737,38
1673,ZTF20aaifyqh,22.417973,211
1674,ZTF20acdafau,22.350115,57
1675,ZTF24aawnwza,22.347439,33
1676,ZTF18adrtxfx,22.337917,188
1677,ZTF23aagmfjd,22.330303,20
1678,ZTF19aacbgrm,22.299385,74
1679,ZTF20abvtldf,22.280157,68
1680,ZTF25abmhmbk,22.221962,65
1681,ZTF25aanfdbz,22.177654,13
1682,ZTF20aanafyp,22.159523,13
1683,ZTF21aayquba,22.132488,43
1684,ZTF17aaabzuq,22.047218,1112
1685,ZTF21abrxwvv,22.041353,22
1686,ZTF23aambgro,22.031612,21
1687,ZTF19aarsrls,22.025173,505
1688,ZTF20abtgzkv,21.992205,45
1689,ZTF19aaphccf,21.986841,1073
1690,ZTF21abtxxfe,21.984760,26
1691,ZTF20aavpwfu,21.912392,21
1692,ZTF22absdier,21.909395,22
1693,ZTF22abaegxq,21.898966,127
1694,ZTF24abgrsdt,21.897570,13
1695,ZTF24abizlgp,21.882961,30
1696,ZTF22abgzexd,21.845749,25
1697,ZTF21aaoepgz,21.842501,21
1698,ZTF22abnpsou,21.822866,68
1699,ZTF17aaawdgp,21.698650,860
1700,ZTF18aaqnxjb,21.660126,21
1701,ZTF21acgrrnl,21.630487,45
1702,ZTF19acpgaet,21.571499,17
1703,ZTF26aakyzem,21.555216,68
1704,ZTF22aarvefl,21.494495,51
1705,ZTF21abimejj,21.487661,70
1706,ZTF22abfjnpj,21.454552,45
1707,ZTF23abkfsny,21.436005,21
1708,ZTF20abeonvo,21.423136,31
1709,ZTF18abssfgr,21.375416,632
1710,ZTF26aaenpqj,21.355577,64
1711,ZTF19abzgccc,21.329573,71
1712,ZTF20achmcce,21.221029,13
1713,ZTF20aahptds,21.218477,71
1714,ZTF19aburnqh,21.208393,25
1715,ZTF20actobzn,21.170820,32
1716,ZTF22aaljyqw,21.170074,47
1717,ZTF23aajayst,21.143221,13
1718,ZTF26aagpmoi,21.130308,16
1719,ZTF20aczefsg,21.080187,14
1720,ZTF21abpmirq,21.063787,44
1721,ZTF18adkqvdi,21.003864,142
1722,ZTF22abjgpvt,21.001785,23
1723,ZTF21aakerwn,21.000761,21
1724,ZTF20acpllqk,20.983753,14
1725,ZTF21abotuqo,20.932888,61
1726,ZTF25ablyzro,20.928648,42
1727,ZTF21aaxzczy,20.910402,28
1728,ZTF24absdppq,20.907349,15
1729,ZTF24ablulwr,20.900213,30
1730,ZTF22abfnkve,20.783014,304
1731,ZTF24aaxmpyh,20.676741,75
1732,ZTF19abiiyni,20.662876,14
1733,ZTF20abyzoof,20.658272,65
1734,ZTF19aaxllvc,20.564499,20
1735,ZTF22aanjimh,20.541395,29
1736,ZTF20abqdkne,20.525040,69
1737,ZTF18abgtrbi,20.471746,467
1738,ZTF19aakvwdu,20.455135,237
1739,ZTF19acardcs,20.452883,16
1740,ZTF18acwwsoa,20.357721,254
1741,ZTF21abzbuvf,20.307678,15
1742,ZTF24abeivan,20.287361,44
1743,ZTF22aafarws,20.282633,18
1744,ZTF24abqugtc,20.267519,358
1745,ZTF22aagrrxy,20.253742,50
1746,ZTF18acsvqlp,20.252226,629
1747,ZTF20adaduxg,20.242323,82
1748,ZTF25aaapnji,20.225580,79
1749,ZTF21acekmmm,20.219431,25
1750,ZTF20aazrnqi,20.184807,13
1751,ZTF24aawivma,20.162899,10
1752,ZTF20abjwkhn,20.088554,23
1753,ZTF21aatmmgd,20.054739,20
1754,ZTF22ablrmro,20.033485,16
1755,ZTF19abisbgx,20.005568,10
1756,ZTF20abqcvtk,19.971792,27
1757,ZTF20abmhkrd,19.919790,19
1758,ZTF23abejxgc,19.874647,24
1759,ZTF21aazgkjf,19.870043,114
1760,ZTF23aaxzpnm,19.830009,32
1761,ZTF26aauphpw,19.818554,40
1762,ZTF25aaizyki,19.785805,50
1763,ZTF18acqzdbs,19.753603,155
1764,ZTF22abgbywx,19.703768,12
1765,ZTF19aawlgrc,19.686037,45
1766,ZTF22aadesjw,19.662975,20
1767,ZTF19acfrhnq,19.642862,60
1768,ZTF21ackqual,19.642263,14
1769,ZTF20aaifyvz,19.529114,20
1770,ZTF20aciuubo,19.522560,18
1771,ZTF19aaqbbjj,19.501146,34
1772,ZTF19aatvlfl,19.489332,17
1773,ZTF23abfqtpt,19.487402,50
1774,ZTF18abmsopp,19.476362,861
1775,ZTF23abahlns,19.474964,20
1776,ZTF17aadlxmv,19.432997,28
1777,ZTF25abcydiy,19.397827,130
1778,ZTF23aaelbet,19.397516,21
1779,ZTF24abgzpea,19.343733,12
1780,ZTF20acfnmwf,19.341835,51
1781,ZTF19acbpxwt,19.308220,102
1782,ZTF24abzzplu,19.306633,43
1783,ZTF20abegblo,19.303917,52
1784,ZTF18abwsres,19.278625,162
1785,ZTF23aagpnvh,19.275625,33
1786,ZTF22abejrab,19.267206,225
1787,ZTF21acjxmer,19.262793,24
1788,ZTF25aagbsfo,19.229012,13
1789,ZTF24aarizzi,19.228382,69
1790,ZTF19acymakh,19.207165,474
1791,ZTF19aculgvn,19.205868,14
1792,ZTF22aaikzzr,19.192051,14
1793,ZTF23aaqpbhu,19.141436,31
1794,ZTF18adngjwe,19.116161,83
1795,ZTF18acsziue,19.114370,352
1796,ZTF19aaxlfyg,19.088696,359
1797,ZTF25abpdxzo,19.071735,21
1798,ZTF20abcxnkh,19.058218,30
1799,ZTF19abfpupe,19.055012,12
1800,ZTF26aalciln,19.034691,17
1801,ZTF20aawdjlp,19.034321,29
1802,ZTF19ablpnmk,19.031418,26
1803,ZTF22aaxmcjd,19.028418,14
1804,ZTF18acfhmhp,19.021343,14
1805,ZTF21abzxkyv,19.009443,28
1806,ZTF18abnozzo,19.007627,1021
1807,ZTF23abeohgr,18.989695,164
1808,ZTF19abrbdve,18.988211,34
1809,ZTF20aacxjcw,18.979940,12
1810,ZTF20abgfvav,18.945959,44
1811,ZTF20achoqmk,18.919344,10
1812,ZTF19abvzwlq,18.904232,54
1813,ZTF26aahbdxi,18.840284,80
1814,ZTF24aaiefsd,18.817745,20
1815,ZTF20acjptah,18.801590,24
1816,ZTF22abtvkgk,18.791674,19
1817,ZTF19abpnpcy,18.784369,28
1818,ZTF26aaodwwg,18.750139,11
1819,ZTF25aalxvtm,18.726082,15
1820,ZTF21aaglxow,18.674067,39
1821,ZTF20abyyfmw,18.645231,81
1822,ZTF23abjthou,18.634314,26
1823,ZTF18aafpfwr,18.628328,13
1824,ZTF19abyffeb,18.621630,17
1825,ZTF20acteioa,18.593731,15
1826,ZTF22aaswpww,18.589569,15
1827,ZTF19aasfzvo,18.587591,465
1828,ZTF23aagfpxq,18.569109,62
1829,ZTF19acdxlns,18.548502,32
1830,ZTF24aarqqug,18.474285,47
1831,ZTF19abpbqor,18.463144,16
1832,ZTF22aaygzdb,18.425936,29
1833,ZTF21aciuhyy,18.424700,40
1834,ZTF21aaxxoei,18.424660,125
1835,ZTF19abnfgwe,18.422039,16
1836,ZTF18aaaooqj,18.415211,41
1837,ZTF18aagazmu,18.404583,10
1838,ZTF21abxfyaw,18.351427,41
1839,ZTF18abimytv,18.350414,482
1840,ZTF22aaajxkj,18.341812,31
1841,ZTF26aappgss,18.334995,23
1842,ZTF19aabidnv,18.328560,160
1843,ZTF18abvvjsl,18.294874,1287
1844,ZTF22aakkmri,18.250990,13
1845,ZTF26aaachkr,18.246233,46
1846,ZTF23aahjivb,18.244486,35
1847,ZTF21acgyzel,18.229830,17
1848,ZTF21abfyadt,18.168516,51
1849,ZTF23aaerviz,18.156303,60
1850,ZTF25aaudfkr,18.130486,17
1851,ZTF18acnmoiy,18.113792,361
1852,ZTF26aajeyiv,18.113066,12
1853,ZTF20acpkprl,18.100464,21
1854,ZTF25abkrnxc,18.095779,17
1855,ZTF19achcdju,18.089701,16
1856,ZTF20acseuvr,18.089481,31
1857,ZTF25aanfcsu,18.089134,11
1858,ZTF20actvgsy,18.078850,16
1859,ZTF24abeywka,18.070538,91
1860,ZTF24aabsmvc,18.058729,44
1861,ZTF21abezcph,18.007336,28
1862,ZTF23aaqanze,17.973532,31
1863,ZTF21aarpyjh,17.954491,15
1864,ZTF25ablzevb,17.953054,31
1865,ZTF19abpwygn,17.888519,22
1866,ZTF20aambbfn,17.863987,31
1867,ZTF25aaaqkbi,17.852100,29
1868,ZTF25abexekl,17.850149,32
1869,ZTF21abrsann,17.836039,17
1870,ZTF22aaaensn,17.825987,61
1871,ZTF20acnvznn,17.791452,21
1872,ZTF19aarpxaf,17.757486,638
1873,ZTF21acjduaf,17.755989,13
1874,ZTF22aajjdkr,17.748140,14
1875,ZTF21aasbkrl,17.740387,33
1876,ZTF22aadndra,17.714796,26
1877,ZTF22abokdoq,17.704897,35
1878,ZTF21aamwlzd,17.694908,25
1879,ZTF24abfmniy,17.656837,52
1880,ZTF22aadedjt,17.643953,15
1881,ZTF19achiyvy,17.606617,16
1882,ZTF20abxfiev,17.551722,102
1883,ZTF24abvdzbs,17.538691,10
1884,ZTF19abftuld,17.519026,84
1885,ZTF20abrntfj,17.518631,12
1886,ZTF17aaafiwn,17.513700,393
1887,ZTF22abobtsc,17.503050,12
1888,ZTF19abhzdjp,17.440355,30
1889,ZTF20abovoji,17.371847,42
1890,ZTF18abtoxfy,17.369883,1328
1891,ZTF25acfnntp,17.334387,14
1892,ZTF19aceqjqw,17.286671,10
1893,ZTF22abhsxph,17.278898,49
1894,ZTF20abelnha,17.261353,58
1895,ZTF24aapzmaf,17.242491,12
1896,ZTF24abampnm,17.235590,60
1897,ZTF22aanumsh,17.213238,13
1898,ZTF21aciymio,17.210316,13
1899,ZTF23aaswqjr,17.204163,21
1900,ZTF18abadjhx,17.200846,28
1901,ZTF23aabfosj,17.199354,20
1902,ZTF22aafywul,17.198101,23
1903,ZTF24aahoxay,17.191961,19
1904,ZTF19aaprgal,17.147757,207
1905,ZTF20aajwwcx,17.119562,107
1906,ZTF24aaqixsx,17.104517,66
1907,ZTF19abamrlj,17.092968,23
1908,ZTF22abvoazp,17.074541,14
1909,ZTF20abxpzxg,17.072590,68
1910,ZTF22abpuhfk,17.064226,12
1911,ZTF19abdgllt,17.026659,38
1912,ZTF20aawoojh,17.004049,50
1913,ZTF20acoxudw,16.995472,16
1914,ZTF19abpxcaf,16.994825,16
1915,ZTF24aahgycb,16.951292,21
1916,ZTF19aclthzj,16.931431,41
1917,ZTF20aafeiqv,16.914902,989
1918,ZTF20aascwar,16.912094,39
1919,ZTF25aadhuav,16.910723,13
1920,ZTF20abezrwc,16.883835,15
1921,ZTF18abcigqi,16.878431,93
1922,ZTF25abxqnqr,16.830059,20
1923,ZTF18abmoljd,16.828131,66
1924,ZTF21aaualej,16.825500,31
1925,ZTF19aavxmlr,16.776255,14
1926,ZTF21aakffwa,16.766546,12
1927,ZTF20aawghtx,16.763168,18
1928,ZTF19acbpxkf,16.757593,25
1929,ZTF20abltjmb,16.755230,17
1930,ZTF24abvgyll,16.719213,23
1931,ZTF22abssxkn,16.699017,17
1932,ZTF20aauoktk,16.690107,41
1933,ZTF25acelxfd,16.658102,16
1934,ZTF22aajjqti,16.642790,56
1935,ZTF25aasydhj,16.602711,16
1936,ZTF20abvqnri,16.598383,41
1937,ZTF22abqaeac,16.590151,39
1938,ZTF23aaknrvh,16.580830,55
1939,ZTF21aaqyeso,16.485064,21
1940,ZTF20aavzmox,16.462906,41
1941,ZTF23aafvacb,16.461361,19
1942,ZTF19aanwobm,16.449432,178
1943,ZTF18acajosk,16.438822,83
1944,ZTF25aarrwlq,16.398909,24
1945,ZTF25abvukej,16.388140,15
1946,ZTF19adcgdtl,16.362963,11
1947,ZTF20abqmtsh,16.356094,34
1948,ZTF21abzithf,16.355175,23
1949,ZTF25acctbaz,16.267281,58
1950,ZTF18acrukob,16.228008,819
1951,ZTF22aaihuod,16.196653,17
1952,ZTF21abzhxgp,16.185596,19
1953,ZTF26aaadgzt,16.172604,20
1954,ZTF22aamuocu,16.160414,11
1955,ZTF20abvrydt,16.150219,46
1956,ZTF25abvrmip,16.145344,49
1957,ZTF23aamshib,16.132343,43
1958,ZTF19abcvdbw,16.127592,22
1959,ZTF20aaolydl,16.121489,322
1960,ZTF20abgtvhl,16.119675,130
1961,ZTF24abtbidl,16.117878,33
1962,ZTF20actgnvy,16.104813,183
1963,ZTF22aagbsnp,16.085794,68
1964,ZTF19abrcvzz,16.081966,49
1965,ZTF21acdcxfz,16.081612,29
1966,ZTF23abkjbsz,16.072983,17
1967,ZTF25abgpdzk,16.046213,12
1968,ZTF18abcllge,16.024849,564
1969,ZTF20acxooam,16.009644,22
1970,ZTF26aaxeumw,16.007467,27
1971,ZTF26aarnbkt,15.996305,20
1972,ZTF22aayjjxa,15.927629,24
1973,ZTF22aakxanl,15.921206,10
1974,ZTF26aahigll,15.892653,61
1975,ZTF18abrnjgj,15.891761,189
1976,ZTF25abmhxft,15.890991,21
1977,ZTF20accsfkt,15.889728,43
1978,ZTF19adnsopf,15.876011,102
1979,ZTF18adoabrj,15.844752,42
1980,ZTF21abcfdws,15.837898,39
1981,ZTF20acwcqnv,15.836966,26
1982,ZTF19abpfxfs,15.814740,16
1983,ZTF24abbjuwa,15.765914,31
1984,ZTF19abdggdp,15.754043,42
1985,ZTF22abmzete,15.748088,20
1986,ZTF21abgjdtt,15.747111,27
1987,ZTF19abdyfxf,15.746348,20
1988,ZTF22aadephk,15.720890,51
1989,ZTF22aadolby,15.697723,71
1990,ZTF18aarunfu,15.654179,33
1991,ZTF18acejejm,15.634588,165
1992,ZTF23abgnkrr,15.630850,19
1993,ZTF21aagofpx,15.629514,20
1994,ZTF23ablccid,15.607789,12
1995,ZTF20abastvg,15.588044,12
1996,ZTF25acgdhfj,15.582900,30
1997,ZTF24aahwcei,15.564858,28
1998,ZTF23aatibkr,15.564453,29
1999,ZTF20abfkbkk,15.550998,38
2000,ZTF24abnfaaw,15.539846,19
2001,ZTF22aafapqe,15.538361,19
2002,ZTF23aajibbm,15.500640,183
2003,ZTF20acxuifr,15.472000,39
2004,ZTF21acjqnwe,15.457694,12
2005,ZTF20aaqrddh,15.451125,23
2006,ZTF22aaypvib,15.446790,40
2007,ZTF26aandavw,15.444658,36
2008,ZTF26aaaootf,15.439966,31
2009,ZTF25abliruh,15.439492,91
2010,ZTF21ackwgzm,15.427382,14
2011,ZTF24aamvrgo,15.421302,12
2012,ZTF25abwlscr,15.415517,32
2013,ZTF20abzvaks,15.413100,758
2014,ZTF20acrerzb,15.403478,31
2015,ZTF23abryizu,15.401268,128
2016,ZTF20abfhzhm,15.390555,36
2017,ZTF20abbplxx,15.362459,14
2018,ZTF21acjdryi,15.338877,14
2019,ZTF22aaqtmfj,15.325667,29
2020,ZTF26aauxmcr,15.240410,33
2021,ZTF22aazgaus,15.236368,29
2022,ZTF19aavriia,15.205758,17
2023,ZTF25abjnmqz,15.172175,14
2024,ZTF25aazuxfi,15.171126,32
2025,ZTF19aamkmxv,15.167702,31
2026,ZTF21aatiskj,15.162577,19
2027,ZTF18acsjdpm,15.147441,195
2028,ZTF23aaiyuae,15.126891,24
2029,ZTF18adkcntv,15.099747,51
2030,ZTF21abcptwm,15.075845,11
2031,ZTF22aaljguk,15.067876,20
2032,ZTF24aaqyenl,15.018802,40
2033,ZTF18aawomdg,15.006049,11
2034,ZTF18aabgpcg,14.993198,186
2035,ZTF25acjibqk,14.976055,26
2036,ZTF19abavugf,14.968852,43
2037,ZTF21acjnajt,14.892921,16
2038,ZTF25abwnvao,14.887118,15
2039,ZTF20acowpur,14.877706,24
2040,ZTF18acajmab,14.876462,1053
2041,ZTF20acgcgnf,14.854173,28
2042,ZTF23abhboif,14.843085,18
2043,ZTF25aaitagu,14.832014,29
2044,ZTF20abucjsa,14.820315,50
2045,ZTF25abdpyga,14.811584,95
2046,ZTF22aajhyin,14.810474,38
2047,ZTF20acpkwer,14.799627,16
2048,ZTF19aculadp,14.773234,12
2049,ZTF20acwilfu,14.758718,21
2050,ZTF26aagpolg,14.756993,18
2051,ZTF21aantxma,14.732957,17
2052,ZTF20acxuyqs,14.679746,20
2053,ZTF20achrklb,14.675819,25
2054,ZTF21abkndbe,14.655884,188
2055,ZTF25acerwiy,14.644782,28
2056,ZTF26aaadqoy,14.592697,18
2057,ZTF25abekolv,14.576020,95
2058,ZTF19aachjep,14.572758,18
2059,ZTF21aayrnqc,14.564583,23
2060,ZTF21achdwqg,14.561641,18
2061,ZTF25aavmknw,14.541947,22
2062,ZTF23aavpzil,14.537810,11
2063,ZTF25abmhsuy,14.519932,18
2064,ZTF25aaqsnsq,14.511148,32
2065,ZTF21achdxdn,14.474185,20
2066,ZTF22abpyder,14.439941,40
2067,ZTF22aadhfqd,14.360158,275
2068,ZTF21abcemzh,14.352522,18
2069,ZTF22abfavpu,14.349835,112
2070,ZTF19acdigzw,14.322857,21
2071,ZTF23aazjqov,14.319583,42
2072,ZTF21abwbemp,14.312016,45
2073,ZTF20aanskdl,14.305416,23
2074,ZTF21abvbfmj,14.288373,12
2075,ZTF25abcxtvx,14.270713,62
2076,ZTF24aasqfdl,14.263042,13
2077,ZTF19abegizf,14.246414,24
2078,ZTF25abphhyk,14.239307,62
2079,ZTF20aattqbi,14.237132,39
2080,ZTF25aboruxa,14.231877,40
2081,ZTF20abzjvqu,14.210465,42
2082,ZTF19acifmpr,14.184119,150
2083,ZTF24aahgtjt,14.182768,19
2084,ZTF19abfqmjg,14.174912,706
2085,ZTF23aajaucm,14.173828,22
2086,ZTF23abbxvco,14.172733,26
2087,ZTF24abizspq,14.151010,36
2088,ZTF19abwsbhn,14.138659,28
2089,ZTF20abgpkfz,14.135762,103
2090,ZTF22abihtsn,14.130157,34
2091,ZTF26aaaqdbi,14.104095,16
2092,ZTF22aaidfnc,14.092707,54
2093,ZTF22absqpsa,14.088049,47
2094,ZTF22acailzh,14.084838,35
2095,ZTF20aattqfr,14.081299,16
2096,ZTF23abdpgvv,14.050504,42
2097,ZTF24abrkybg,14.022292,52
2098,ZTF20abisrhp,14.017800,13
2099,ZTF19abjpkdz,14.002323,13
2100,ZTF25aaluwyd,13.994298,18
2101,ZTF24aajxsgx,13.984415,65
2102,ZTF22aaohzok,13.982881,25
2103,ZTF23aabbszx,13.970260,329
2104,ZTF18acxlgjv,13.926458,623
2105,ZTF19abtpssg,13.901121,14
2106,ZTF18abjgzxw,13.887268,1082
2107,ZTF22abdxjhr,13.864997,39
2108,ZTF25acepzsz,13.851380,22
2109,ZTF20abjwjrx,13.842248,15
2110,ZTF22abaucrh,13.787439,20
2111,ZTF19aaqatwc,13.787078,840
2112,ZTF21abxgiyp,13.761847,57
2113,ZTF19abmypfs,13.743092,32
2114,ZTF19aamrzte,13.739597,217
2115,ZTF24abzrrxz,13.728593,13
2116,ZTF21abehrtt,13.705963,27
2117,ZTF23aalzjgk,13.704368,17
2118,ZTF19acbveok,13.704215,15
2119,ZTF21abrbaci,13.703658,457
2120,ZTF20abbckbb,13.700017,32
2121,ZTF23abmwoho,13.696139,28
2122,ZTF24aarygdq,13.670524,210
2123,ZTF18abiehsy,13.642000,469
2124,ZTF20abjuwze,13.641685,48
2125,ZTF22aaqiizy,13.614807,21
2126,ZTF23aadskqz,13.606819,38
2127,ZTF20acoyqav,13.604218,15
2128,ZTF19aarcktf,13.602571,371
2129,ZTF23aahzpok,13.594143,33
2130,ZTF26aauoyat,13.581915,23
2131,ZTF18abxutgm,13.580272,919
2132,ZTF25aakoamh,13.577176,20
2133,ZTF22aaytfey,13.574155,41
2134,ZTF21abrpkzp,13.560319,27
2135,ZTF25aafibpn,13.535005,39
2136,ZTF22aavpkwo,13.521000,54
2137,ZTF25abeyogz,13.493097,41
